word,lang_code,meanings
仙台,es,"[""Sendái"", ""Sendaí""]"
代わり,es,"[""cambio"", ""lugar"", ""substituto""]"
代わり,ru,"[""1) смена, замена"", ""2) (см.) かわりきょうげん"", ""1""]"
代人,es,"[""apoderado"", ""procuración"", ""poderhabiente""]"
代価,es,"[""precio"", ""poner precio"", ""valor""]"
代執行,es,"[""Ejecución en nombre de"", ""Ejecución en representación de""]"
代官,es,"[""magistrado"", ""juez"", ""pretor""]"
代官,ru,"[""мировой судья"", ""магистрат""]"
代役,es,"[""sustituto"", ""sustituir"", ""suplente""]"
代打,es,"[""bateador emergente"", ""bateador auxiliar""]"
代打,ru,"[""нападающий""]"
代書,es,"[""Sustituto"", ""Sustituir"", ""Suplente""]"
代替,es,"[""alternativa"", ""alternativo"", ""alterna""]"
代替わり,es,"[""reemplazo"", ""sustitución"", ""repuesto""]"
代案,es,"[""alternativa"", ""alternativo"", ""alterna""]"
代物,es,"[""sustituto"", ""sustituir"", ""suplente""]"
代理人,es,"[""agente"", ""representante"", ""apoderado""]"
代目,es,"[""generación"", ""Generacion""]"
代目,ru,"[""поколение"", ""генерация""]"
代筆,es,"[""escritura fantasma"", ""escribir fantasma""]"
代読,es,"[""Lectura de proxy"", ""lectura proxy""]"
代読,ru,"[""Чтение прокси"", ""Прокси-чтение""]"
代謝,ru,"[""обмен веществ"", ""метаболизм""]"
代議,es,"[""representante"", ""representativo"", ""diputado""]"
代議,ru,"[""представитель"", ""представителем""]"
代走,es,"[""corredor de pellizco"", ""Corredor pellizco""]"
代走,ru,"[""Пинч-бегун"", ""Пинч-раннер""]"
令,es,"[""orden"", ""ordenar"", ""pedido""]"
令和,es,"[""Reiwa"", ""reiwa-""]"
令和,ru,"[""Рейва"", ""Рэива""]"
令状,es,"[""orden"", ""justificar"", ""garantizar""]"
以色列,ru,"[""больше цветового ряда"", ""еще цветной ряд"", ""Israel""]"
仮住まい,es,"[""Residencia temporal"", ""Residencia temporaria""]"
仮差押え,es,"[""embargo provisional"", ""confiscación provisional""]"
仮想敵国,es,"[""país enemigo hipotético"", ""hipotético país enemigo.""]"
仮想敵国,ru,"[""гипотетическая вражеская страна"", ""гипотетическая страна-противник""]"
仮眠,ru,"[""вздремнуть"", ""дрёмать""]"
仮題,ru,"[""Ориентировочное название"", ""Предполагаемое название""]"
仲人,es,"[""casamentero"", ""casamentera""]"
仲人,ru,"[""(кн.)"", ""1) посредник"", ""{～となる} выступать в качестве посредника""]"
仲居,es,"[""nakai""]"
仲立ち,es,"[""intermediario""]"
仲買人,es,"[""intermediario"", ""comisionista""]"
仲間たち,es,"[""amigos"", ""amigo""]"
仲間たち,ru,"[""друзья"", ""друзьями""]"
仲間内,ru,"[""Внутри группы"", ""В группе""]"
件,es,"[""materia"", ""caso"", ""articulo""]"
任,es,"[""deber"", ""servicio"", ""derechos""]"
任す,ru,"[""оставь это мне"", ""предоставь это мне""]"
任侠,es,"[""caballería"", ""caballerosidad"", ""cortesía""]"
任免,es,"[""Nombramiento y cese"", ""Nombramiento y destitución""]"
任地,es,"[""lugar de asignación"", ""lugar de destino""]"
任官,es,"[""Cita"", ""Nombramiento"", ""Designación""]"
任意出頭,es,"[""Aparición voluntaria"", ""Comparecencia voluntaria""]"
任意出頭,ru,"[""Добровольное появление"", ""Добровольное явление""]"
任用,es,"[""Cita"", ""Nombramiento"", ""Designación""]"
企み,ru,"[""схема"", ""план""]"
企図,es,"[""plan"", ""planificar"", ""planear""]"
企画室,es,"[""Sala de planificación"", ""sala de planificacion""]"
企画室,ru,"[""Планировочная комната"", ""Планировка помещения""]"
伊,ru,"[""Италия"", ""Испания""]"
伊拉久,es,"[""Irakyu"", ""iraqyu"", ""Iraq""]"
伊拉久,ru,"[""Иракю"", ""Иран"", ""Iraq""]"
伍する,es,"[""Rango en rango"", ""Clasificación en rango""]"
伍長,es,"[""corporal"", ""cabo"", ""de cabo""]"
伏し目,es,"[""ojos abatidos"", ""Ojos bajos""]"
伏兵,es,"[""emboscada"", ""tender una emboscada"", ""acecho""]"
伏流,es,"[""flujo subterráneo"", ""caudal subterráneo""]"
伏流,ru,"[""подземный поток"", ""подземное течение""]"
伏線,es,"[""presagio"", ""Presagiando""]"
伐採,es,"[""tala"", ""talando""]"
休する,es,"[""descansar"", ""resto"", ""descanso""]"
休刊,es,"[""Suspensión de publicación"", ""Suspensión de la publicación""]"
休刊日,es,"[""Días cerrados"", ""Días de cierre""]"
休刊日,ru,"[""Закрытые дни"", ""Выходные дни""]"
休場,es,"[""Cerrado"", ""Terminado"", ""Cesado""]"
休憩所,es,"[""área de descanso"", ""zona de descanso""]"
休憩時間,es,"[""tiempo de descanso"", ""hora de descanso""]"
休憩時間,ru,"[""Время перерыва"", ""Перерыв""]"
休止,es,"[""pausa"", ""hacer una pausa"", ""detenerse""]"
休演,es,"[""Sin rendimiento"", ""Sin actuación""]"
休耕,ru,"[""пар"", ""залежный пар""]"
休職,es,"[""excedencia"", ""licencia de ausencia""]"
休診,es,"[""Cerrado"", ""Terminado"", ""Cesado""]"
休館,es,"[""Cerrado"", ""Terminado"", ""Cesado""]"
休館,ru,"[""Закрыто"", ""Закрытый""]"
会,es,"[""reunión de ~"", ""asamblea de ~"", ""junta""]"
会,ru,"[""1) собрание"", ""заседание"", ""съезд"", ""2) общество, ассоциация"", ""кружок"", ""3) случай""]"
会する,es,"[""encontrarse"", ""reunir"", ""conocer""]"
会則,es,"[""Estatutos"", ""Reglamentos""]"
会堂,es,"[""sinagoga"", ""sinagogue""]"
会席,es,"[""kaiseki"", ""Kaisaki""]"
会期,es,"[""Período"", ""Época"", ""Tiempo""]"
会社更生法,es,"[""Ley de Reorganización Societaria"", ""Ley de Reorganización Corporativa""]"
会社更生法,ru,"[""Закон о корпоративной реорганизации"", ""Закон о реорганизации корпораций""]"
会葬,es,"[""funeral"", ""fúnebre"", ""entierro""]"
会計士,es,"[""contador"", ""contable""]"
会計検査院,es,"[""junta de auditoría"", ""Junta de Auditoria""]"
会計検査院,ru,"[""Ревизионная комиссия"", ""Совет аудита""]"
会議室,es,"[""sala de conferencias"", ""salón de conferencias""]"
会頭,es,"[""Presidente"", ""Gobernador"", ""president""]"
会館,es,"[""sala"", ""pasillo"", ""hall""]"
伝,es,"[""Tradición"", ""Raigambre"", ""tradicion""]"
伝い,es,"[""Transmitido"", ""Pasó""]"
伝い,ru,"[""Передано"", ""Прошло дальше""]"
伝令,es,"[""mensajero"", ""correo"", ""ordenanza""]"
伝家,es,"[""reliquia de familia"", ""reliquia de los suyos"", ""reliquia""]"
伝導,es,"[""transmisión"", ""transmicion""]"
伝承,es,"[""tradición"", ""raigambre"", ""tradicion""]"
伝播,es,"[""propagación"", ""propagador"", ""propagacion""]"
伝染病,es,"[""enfermedad infecciosa""]"
伝法,es,"[""Denpo""]"
伝票,es,"[""deslizar"", ""resbalar"", ""resbalón""]"
伝統文化,ru,"[""традиционная культура""]"
伝言,es,"[""mensaje verbal"", ""rumor"", ""palabra""]"
伝言,ru,"[""[устное] сообщение, [устная] передача"", ""{～する} [устно] сообщить (передать)""]"
伝送,es,"[""transmisión"", ""transmicion""]"
伝道,es,"[""evangelización"", ""evangelismo""]"
伝道師,es,"[""predicador"", ""pastor"", ""clérigo""]"
伯,es,"[""Haku"", ""hakú""]"
伯仲,es,"[""Hakuchu"", ""hakuchú""]"
伯楽,es,"[""Hakuraku""]"
伯爵,es,"[""conde""]"
伯父,es,"[""tío (menor que el padre de uno)"", ""tío (menor que el padre o la madre de uno)""]"
伯父,ru,"[""(кн. см.) おじ"", ""дядя"", ""дядя (старше матери или отца)""]"
伯父さん,ru,"[""дядя""]"
伴侶,es,"[""cónyuge"", ""esposo""]"
伴奏,es,"[""acompañamiento""]"
伴走,es,"[""Acompañamiento"", ""Acompañante""]"
伴走,ru,"[""Сопровождение"", ""Аккомпанемент""]"
伸し,es,"[""Estirar"", ""Estirarse"", ""Tramo""]"
伸し,ru,"[""Потягиваться"", ""Растянуть"", ""Растягивание""]"
伸び悩む,es,"[""crecimiento lento"", ""lento crecimiento""]"
伸び率,es,"[""tasa de elongación"", ""tasa de alargamiento""]"
伸び率,ru,"[""скорость удлинения"", ""степень удлинения""]"
伸縮,es,"[""Expansión y contracción"", ""Ampliación y contracción""]"
伸長,es,"[""alargamiento"", ""elongación"", ""estiramiento""]"
伺い,es,"[""Consulta"", ""Investigación"", ""Pregunta""]"
伽藍,es,"[""templo"", ""sien""]"
佃煮,es,"[""Tsukudani""]"
位置付け,ru,"[""позиционирование"", ""размещение""]"
低める,ru,"[""ниже"", ""нижний""]"
低位,es,"[""rango bajo"", ""bajo rango""]"
低位,ru,"[""низкий ранг"", ""низкое звание""]"
低価格,ru,"[""низкая цена"", ""низкие цены""]"
低俗,es,"[""vulgar"", ""ordinario"", ""chabacano""]"
低俗,ru,"[""вульгарный"", ""пошлый""]"
低周波,es,"[""baja frecuencia""]"
低圧,es,"[""baja presión"", ""Baja presion""]"
低地,es,"[""tierras bajas"", ""Tierra baja""]"
低姿勢,es,"[""postura baja"", ""baja postura""]"
低学年,es,"[""grados inferiores"", ""grados más bajos""]"
低廉,es,"[""Barato"", ""Económico"", ""No caro""]"
低料金,es,"[""precio bajo"", ""bajo precio""]"
低料金,ru,"[""низкая цена"", ""низкие цены""]"
低木,ru,"[""кустарник"", ""Куст""]"
低水準,es,"[""bajo nivel"", ""estándar bajo""]"
低水準,ru,"[""низкий стандарт"", ""низкий уровень""]"
低減,es,"[""reducción"", ""disminución"", ""rebaja""]"
低率,es,"[""tasa baja"", ""baja tarifa""]"
低空,es,"[""baja altitud"", ""baja altura""]"
低空飛行,es,"[""vuelo a baja altura"", ""vuelo de baja altitud""]"
低落,es,"[""rechazar"", ""disminución"", ""descenso""]"
低血圧,es,"[""presión arterial baja"", ""presión sanguínea baja""]"
低調,es,"[""bajo rendimiento"", ""Bajo desempeño""]"
低迷,es,"[""depresión"", ""hundirse"", ""baja""]"
低速,es,"[""velocidad lenta"", ""lenta velocidad""]"
低額,es,"[""cantidad baja"", ""pequeña cantidad""]"
住,es,"[""residencia"", ""domicilio"", ""permanencia""]"
住,ru,"[""резиденция"", ""место жительства""]"
住み心地,es,"[""Comodidad de vida"", ""Confort de vida""]"
住み慣れる,es,"[""Acostúmbrate a vivir aquí."", ""acostumbrarse a vivir aquí""]"
住み替える,es,"[""cambiar de residencia"", ""cambiar residencia""]"
住み込み,es,"[""residente"", ""Vivir en casa""]"
住み込み,ru,"[""проживание"", ""проживание в доме""]"
住み込む,es,"[""vivir"", ""en directo"", ""vivo""]"
住宅街,ru,"[""Жилой район"", ""жилой квартал""]"
住専,es,"[""escuela residencial"", ""colegio residencial""]"
住専,ru,"[""Школа-интернат"", ""Жилая школа""]"
住職,es,"[""sumo sacerdote"", ""sacerdote principal""]"
体,es,"[""cuerpo"", ""salud""]"
体勢,es,"[""Postura"", ""Situación"", ""Tomar una postura""]"
体勢,ru,"[""Поза"", ""осанка""]"
体外,es,"[""fuera del cuerpo"", ""afuera del cuerpo""]"
体外受精,es,"[""fertilización in vitro"", ""fecundacion in vitro""]"
体外受精,ru,"[""экстракорпоральное оплодотворение"", ""искусственное оплодотворение""]"
体当たり,es,"[""embestida del cuerpo"", ""Embestida corporal""]"
体液,es,"[""fluido corporal"", ""líquido corporal""]"
体現,es,"[""encarnación"", ""encarnamiento"", ""personificación""]"
体臭,es,"[""olor corporal"", ""mal olor""]"
体調,ru,"[""физическое состояние"", ""физическая форма""]"
体面,es,"[""apariencia"", ""aspecto"", ""aparición""]"
何々,ru,"[""такой-то"", ""Так-то и так""]"
何だかんだ,es,"[""¿Qué está sucediendo?"", ""¿Qué está pasando?"", ""¿Qué pasa?""]"
何という,es,"[""¿Cómo se llama?"", ""Como se llama?""]"
何という,ru,"[""Как это называется?"", ""Что это такое?""]"
何とも言えない,es,"[""no puedo decir nada""]"
何とも言えない,ru,"[""я ничего не могу сказать"", ""Я не могу ничего сказать""]"
何と言うか,es,"[""que decir"", ""qué decir""]"
何と言うか,ru,"[""что сказать"", ""что говорить""]"
何なのか,es,"[""¿qué es?"", ""Qué es"", ""que es""]"
何なのか,ru,"[""что это такое"", ""что это""]"
何にも,ru,"[""ничего"", ""нет""]"
何れか,es,"[""cuál (3 o más)"", ""bien"", ""ahora""]"
何れでも,es,"[""Cualquier"", ""Ningún"", ""Alguna""]"
何れでも,ru,"[""Любой"", ""Любая""]"
何れ丈,es,"[""¿Qué longitud?"", ""¿Qué largo?""]"
何れ丈,ru,"[""Какая длина?"", ""Какой длины?""]"
何れ何れ,es,"[""De cualquier manera"", ""De cualquier forma""]"
何れ何れ,ru,"[""В любом случае"", ""Так или иначе""]"
何を隠そう,es,"[""¿Qué debo ocultar?"", ""¿Qué debería esconder?""]"
何を隠そう,ru,"[""Что мне следует скрывать?"", ""Что я должен скрывать?""]"
何人,es,"[""cuantas personas"", ""cuanta gente""]"
何人か,es,"[""cuantas personas"", ""¿Cuantas personas""]"
何人か,ru,"[""сколько человек?"", ""(ср.) なんぴと, なにびと""]"
何処にも,es,"[""en ningún lugar"", ""en ninguna parte"", ""en ningún sitio""]"
何処までも,es,"[""en todos lados"", ""en todas partes"", ""por todas partes""]"
何分,es,"[""cierta cantidad"", ""cantidad aproximada""]"
何分,ru,"[""1) что бы (как бы) то ни было, во всяком случае"", ""2) пожалуйста"", ""3): {～の} какой-нибудь"", ""какой-либо"", ""тот или иной (другой)""]"
何十,ru,"[""десятки"", ""десятков""]"
何千,ru,"[""тысячи"", ""тысяч""]"
何度でも,es,"[""Tantas veces como quieras"", ""Cuantas veces quieras""]"
何度でも,ru,"[""Столько раз, сколько захотите"", ""Сколько угодно раз""]"
何故か,ru,"[""почему?, отчего?"", ""зачем?""]"
何故なら,ru,"[""Потому что"", ""поскольку""]"
何故ならば,es,"[""Porque"", ""Debido""]"
何故ならば,ru,"[""Потому что"", ""поскольку""]"
